,keys,Actual TOW,Estimated TOW,Difference
3582,AB_2608_AYJ_30,67160.0,14295.0,52865.0
3583,AB_2127_BOM_30,67147.0,16408.89,50738.11
3584,AB_2851_IXB_30,68873.0,14225.22,54647.78
3585,AB_2384_BBI_30,69680.0,13733.88,55946.12
3586,AB_2394_BOM_30,64528.0,15265.0,49263.0
3587,AB_2497_VNS_30,71418.0,15339.0,56079.0
3588,AB_2463_GOX_30,70866.0,12675.0,58191.0
3589,AB_2383_PNQ_30,68405.0,14914.0,53491.0
3590,AB_2108_AMD_30,68390.0,12456.44,55933.56
3591,AB_2503_BOM_30,74548.0,16345.88,58202.12
3592,AB_2173_CCU_30,70473.0,15870.0,54603.0
3593,AB_2534_GOX_30,66845.0,15375.0,51470.0
3594,AB_2379_GOX_30,70641.0,14100.0,56541.0
3595,AB_2323_GAU_30,65329.0,14180.11,51148.89
3596,AB_2431_HYD_30,70391.0,14615.89,55775.11
3597,AB_2432_BLR_30,58828.0,8759.22,50068.78
3598,AB_2527_BLR_30,68437.0,15739.0,52698.0
3599,AB_2451_BOM_30,67069.0,16530.0,50539.0
3600,AB_2324_GAU_30,71376.0,16108.56,55267.44
3601,AB_2524_BOM_30,69813.0,17523.0,52290.0
3602,AB_2465_GOX_30,66660.0,14903.0,51757.0
3603,AB_2324_IXA_30,69496.0,15789.0,53707.0
3604,AB_2491_BOM_30,69200.0,15425.44,53774.56
3605,AB_2110_BOM_30,68512.0,17667.78,50844.22
3606,AB_2386_IXB_30,71485.0,16048.3,55436.7
3607,AB_2134_BLR_30,73037.0,10890.75,62146.25
3608,AB_2143_PNQ_30,64449.0,13860.9,50588.1
3609,AB_2629_GOX_30,69217.0,9200.0,60017.0
3610,AB_2525_LKO_30,68581.0,15948.4,52632.6
3611,AB_2628_BLR_30,67451.0,16590.0,50861.0
3612,AB_2365_PNQ_30,65860.0,13947.33,51912.67
3613,AB_2124_BOM_30,71508.0,15673.67,55834.33
3614,AB_2104_BLR_30,67934.0,16147.89,51786.11
3615,AB_2504_GAU_30,70308.0,15123.33,55184.67
3616,AB_2510_PNQ_30,64464.0,12581.0,51883.0
3617,AB_2541_CCU_30,68835.0,14434.11,54400.89
3618,AB_2334_DEL_30,67115.0,15361.78,51753.22
3619,AB_2376_BOM_30,66077.0,15367.67,50709.33
3620,AB_2407_HYD_30,72990.0,15987.2,57002.8
3621,AB_2550_BLR_30,64260.0,11837.71,52422.29
3622,AB_2120_BOM_30,67429.0,14787.56,52641.44
3623,AB_2642_BOM_30,65822.0,13727.22,52094.78
3624,AB_2358_GOX_30,68419.0,8425.9,59993.1
3625,AB_2349_BOM_30,65271.0,14996.0,50275.0
3626,AB_2401_LKO_30,69979.0,14791.9,55187.1
3627,AB_2424_VNS_30,71548.0,14892.33,56655.67
3628,AB_2437_BLR_30,64843.0,14420.0,50423.0
3629,AB_2525_BOM_30,64086.0,13476.2,50609.8
3630,AB_2368_BLR_30,67364.0,191.6,67172.4
3631,AB_2630_DEL_30,57540.0,4510.0,53030.0
3632,AB_2135_GAU_30,69371.0,14184.25,55186.75
3633,AB_2508_AMD_30,69730.0,16364.9,53365.1
3634,AB_2551_PNQ_30,67189.0,13493.29,53695.71
3635,AB_2125_CCU_30,70823.0,16855.33,53967.67
3636,AB_2341_BOM_30,66922.0,15964.7,50957.3
3637,AB_2397_GOX_30,66995.0,13783.2,53211.8
3638,AB_2409_DEL_30,64663.0,727.7,63935.3
3639,AB_2643_HYD_30,69685.0,1369.0,68316.0
3640,AB_2366_BLR_30,66724.0,14987.33,51736.67
3641,AB_2146_DEL_30,66475.0,15126.0,51349.0
3642,AB_2509_PNQ_30,66082.0,14065.22,52016.78
3643,AB_2332_AMD_30,72667.0,18234.0,54433.0
3644,AB_2367_BOM_30,66642.0,14951.56,51690.44
3645,AB_2439_BOM_1,66597.0,0.0,66597.0
3646,AB_2369_COK_30,68202.0,16258.1,51943.9
3647,AB_2350_DEL_30,71577.0,1617.5,69959.5
3648,AB_2318_PNQ_30,68611.0,17546.4,51064.6
3649,AB_2738_BOM_30,68468.0,16426.5,52041.5
3650,AB_2107_BOM_30,58941.0,7000.78,51940.22
3651,AB_2134_BLR_14,44829.0,0.0,44829.0
3652,AB_2107_BOM_14,44377.0,0.0,44377.0
3653,AB_2110_BOM_14,44584.0,0.0,44584.0
3654,AB_2146_DEL_14,44520.0,0.0,44520.0
3655,AB_2406_DEL_14,44818.0,0.0,44818.0
3656,AB_2503_BOM_14,44866.0,0.0,44866.0
3657,AB_2527_BLR_14,44818.0,0.0,44818.0
3658,AB_2608_AYJ_14,44746.0,0.0,44746.0
3659,AB_2608_DEL_14,44746.0,0.0,44746.0
3660,AB_2624_GOX_14,44796.0,0.0,44796.0
3661,AB_2145_AMD_14,44398.0,0.0,44398.0
3662,AB_2173_CCU_14,44377.0,0.0,44377.0
3663,AB_2312_PNQ_14,44951.0,0.0,44951.0
3664,AB_2324_IXA_14,45286.0,0.0,45286.0
3665,AB_2324_GAU_14,45286.0,0.0,45286.0
3666,AB_2340_BLR_14,44976.0,0.0,44976.0
3667,AB_2349_BOM_14,45430.0,0.0,45430.0
3668,AB_2359_BLR_14,44877.0,0.0,44877.0
3669,AB_2364_BLR_14,44796.0,0.0,44796.0
3670,AB_2376_BOM_14,44852.0,0.0,44852.0
3671,AB_2380_BOM_14,44976.0,0.0,44976.0
3672,AB_2421_BLR_14,45430.0,0.0,45430.0
3673,AB_2485_BLR_14,44463.0,0.0,44463.0
3674,AB_2485_MAA_14,44463.0,0.0,44463.0
3675,AB_2497_VNS_14,45430.0,0.0,45430.0
3676,AB_2526_LKO_14,44877.0,0.0,44877.0
3677,AB_2607_PNQ_14,44746.0,0.0,44746.0
3678,AB_2607_DEL_14,44746.0,0.0,44746.0
3679,AB_2124_BOM_14,44377.0,0.0,44377.0
3680,AB_2311_BLR_14,44818.0,0.0,44818.0
3681,AB_2323_BLR_14,45286.0,0.0,45286.0
3682,AB_2323_GAU_14,45286.0,0.0,45286.0
3683,AB_2375_BLR_14,44377.0,0.0,44377.0
3684,AB_2405_HYD_14,44818.0,0.0,44818.0
3685,AB_2432_BLR_14,44951.0,0.0,44951.0
3686,AB_2505_AMD_14,44746.0,0.0,44746.0
3687,AB_2541_CCU_14,44710.0,0.0,44710.0
3688,AB_2719_DEL_14,44398.0,0.0,44398.0
3689,AB_2109_BLR_14,44584.0,0.0,44584.0
3690,AB_2135_GAU_14,44829.0,0.0,44829.0
3691,AB_2148_GWL_14,45438.0,0.0,45438.0
3692,AB_2342_AMD_14,44757.0,0.0,44757.0
3693,AB_2366_BLR_14,44852.0,0.0,44852.0
3694,AB_2378_DEL_14,44757.0,0.0,44757.0
3695,AB_2394_BOM_14,45446.0,0.0,45446.0
3696,AB_2411_DEL_14,44976.0,0.0,44976.0
3697,AB_2451_BOM_14,44877.0,0.0,44877.0
3698,AB_2463_GOX_14,44866.0,0.0,44866.0
3699,AB_2491_BOM_14,45438.0,0.0,45438.0
3700,AB_2572_BLR_14,45516.0,0.0,45516.0
3701,AB_2625_DEL_14,44796.0,0.0,44796.0
3702,AB_2638_SXR_14,45446.0,0.0,45446.0
3703,AB_2108_AMD_14,44852.0,0.0,44852.0
3704,AB_2147_BOM_14,45438.0,0.0,45438.0
3705,AB_2325_BLR_14,45438.0,0.0,45438.0
3706,AB_2365_PNQ_14,44796.0,0.0,44796.0
3707,AB_2377_BLR_14,44710.0,0.0,44710.0
3708,AB_2407_HYD_14,44951.0,0.0,44951.0
3709,AB_2410_BOM_14,44976.0,0.0,44976.0
3710,AB_2486_IXZ_14,44463.0,0.0,44463.0
3711,AB_2486_MAA_14,44463.0,0.0,44463.0
3712,AB_2498_BOM_14,45430.0,0.0,45430.0
3713,AB_2504_GAU_14,44866.0,0.0,44866.0
3714,AB_2612_BLR_14,44951.0,0.0,44951.0
3715,AB_2613_VNS_14,44951.0,0.0,44951.0
3716,AB_2637_BOM_14,45446.0,0.0,45446.0
3717,AB_2102_AMD_14,45438.0,0.0,45438.0
3718,AB_2142_GOX_14,44976.0,0.0,44976.0
3719,AB_2332_AMD_14,44877.0,0.0,44877.0
3720,AB_2341_BOM_14,44584.0,0.0,44584.0
3721,AB_2401_LKO_14,44818.0,0.0,44818.0
3722,AB_2462_BLR_14,44866.0,0.0,44866.0
3723,AB_2510_PNQ_14,44746.0,0.0,44746.0
3724,AB_2519_COK_14,44584.0,0.0,44584.0
3725,AB_2534_GOX_14,44852.0,0.0,44852.0
3726,AB_2628_BLR_14,44463.0,0.0,44463.0
3727,AB_2643_HYD_14,44398.0,0.0,44398.0
3728,AB_2821_BLR_14,45516.0,0.0,45516.0
3729,AB_2822_AYJ_14,45516.0,0.0,45516.0
3730,AB_2125_CCU_14,44377.0,0.0,44377.0
3731,AB_2372_BLR_14,44710.0,0.0,44710.0
3732,AB_2372_GAU_14,44710.0,0.0,44710.0
3733,AB_2384_BBI_14,45516.0,0.0,45516.0
3734,AB_2409_DEL_14,44951.0,0.0,44951.0
3735,AB_2437_BLR_14,44796.0,0.0,44796.0
3736,AB_2465_GOX_14,45446.0,0.0,45446.0
3737,AB_2518_BOM_14,44584.0,0.0,44584.0
3738,AB_2550_BLR_14,45516.0,0.0,45516.0
3739,AB_2562_CCU_14,44774.0,0.0,44774.0
3740,AB_2627_GOX_14,44796.0,0.0,44796.0
3741,AB_2736_BLR_14,44852.0,0.0,44852.0
3742,AB_2104_BLR_14,44584.0,0.0,44584.0
3743,AB_2120_BOM_14,44520.0,0.0,44520.0
3744,AB_2172_BOM_14,44377.0,0.0,44377.0
3745,AB_2355_DEL_14,44520.0,0.0,44520.0
3746,AB_2367_BOM_14,44866.0,0.0,44866.0
3747,AB_2371_GOX_14,44520.0,0.0,44520.0
3748,AB_2379_GOX_14,44757.0,0.0,44757.0
3749,AB_2424_VNS_14,45438.0,0.0,45438.0
3750,AB_2492_VNS_14,45430.0,0.0,45430.0
3751,AB_2509_PNQ_14,44796.0,0.0,44796.0
3752,AB_2533_AMD_14,44852.0,0.0,44852.0
3753,AB_2561_BLR_14,44774.0,0.0,44774.0
3754,AB_2630_DEL_14,44463.0,0.0,44463.0
3755,AB_2642_BOM_14,44398.0,0.0,44398.0
3756,AB_2128_DEL_14,44520.0,0.0,44520.0
3757,AB_2143_PNQ_14,44976.0,0.0,44976.0
3758,AB_2334_DEL_14,44757.0,0.0,44757.0
3759,AB_2350_DEL_14,44976.0,0.0,44976.0
3760,AB_2358_GOX_14,44976.0,0.0,44976.0
3761,AB_2386_IXB_14,44398.0,0.0,44398.0
3762,AB_2431_HYD_14,44818.0,0.0,44818.0
3763,AB_2524_AMD_14,44877.0,0.0,44877.0
3764,AB_2524_BOM_14,44877.0,0.0,44877.0
3765,AB_2525_LKO_14,44877.0,0.0,44877.0
3766,AB_2525_BOM_14,44877.0,0.0,44877.0
3767,AB_2564_CCU_14,44774.0,0.0,44774.0
3768,AB_2851_IXB_14,44829.0,0.0,44829.0
3769,AB_2127_BOM_14,44520.0,0.0,44520.0
3770,AB_2318_PNQ_14,44757.0,0.0,44757.0
3771,AB_2373_IXB_14,44710.0,0.0,44710.0
3772,AB_2385_BOM_14,44398.0,0.0,44398.0
3773,AB_2397_GOX_14,45430.0,0.0,45430.0
3774,AB_2439_BOM_14,44852.0,0.0,44852.0
3775,AB_2508_AMD_14,44757.0,0.0,44757.0
3776,AB_2551_PNQ_14,45516.0,0.0,45516.0
3777,AB_2563_PNQ_14,44774.0,0.0,44774.0
3778,AB_2629_GOX_14,44463.0,0.0,44463.0
3779,AB_2738_BOM_14,44398.0,0.0,44398.0
3780,AB_2781_BOM_14,44852.0,0.0,44852.0
3781,AB_2850_BLR_14,44829.0,0.0,44829.0
3782,AB_2366_BLR_6,65617.0,0.0,65617.0
3783,AB_2376_BOM_6,66854.0,0.0,66854.0
3784,AB_2463_GOX_6,64793.0,0.0,64793.0
3785,AB_2504_GAU_6,69239.0,0.0,69239.0
3786,AB_2527_BLR_10,44951.0,0.0,44951.0
3787,AB_2561_BLR_10,45516.0,0.0,45516.0
3788,AB_2612_BLR_10,44976.0,0.0,44976.0
3789,AB_2736_BLR_6,66145.0,0.0,66145.0
3790,AB_2108_GWL_6,58151.0,0.0,58151.0
3791,AB_2108_AMD_6,67557.0,0.0,67557.0
3792,AB_2311_BLR_9,44976.0,0.0,44976.0
3793,AB_2312_PNQ_10,44976.0,0.0,44976.0
3794,AB_2367_BOM_6,68275.0,0.0,68275.0
3795,AB_2439_BOM_6,66337.0,0.0,66337.0
3796,AB_2439_BOM_7,67656.0,0.0,67656.0
3797,AB_2462_BLR_6,63342.0,0.0,63342.0
3798,AB_2503_BOM_6,74318.0,0.0,74318.0
3799,AB_2563_PNQ_10,45516.0,0.0,45516.0
3800,AB_2564_CCU_10,45516.0,0.0,45516.0
3801,AB_2613_VNS_10,44976.0,0.0,44976.0
3802,AB_2401_LKO_10,44951.0,0.0,44951.0
3803,AB_2527_BLR_5,68075.0,0.0,68075.0
3804,AB_2562_CCU_10,45516.0,0.0,45516.0
3805,AB_2781_BOM_6,62411.0,0.0,62411.0
3806,AB_2781_AMD_6,57681.0,0.0,57681.0
3807,AB_2850_BLR_5,71370.0,0.0,71370.0
3808,AB_2134_BLR_5,74502.0,0.0,74502.0
3809,AB_2135_GAU_5,69878.0,0.0,69878.0
3810,AB_2311_BLR_4,66607.0,0.0,66607.0
3811,AB_2312_PNQ_5,67416.0,0.0,67416.0
3812,AB_2401_LKO_5,68276.0,0.0,68276.0
3813,AB_2612_BLR_5,59695.0,0.0,59695.0
3814,AB_2628_BLR_8,44757.0,0.0,44757.0
3815,AB_2851_IXB_5,69994.0,0.0,69994.0
3816,AB_2173_CCU_10,44398.0,0.0,44398.0
3817,AB_2318_PNQ_9,44796.0,0.0,44796.0
3818,AB_2375_BLR_10,44398.0,0.0,44398.0
3819,AB_2451_BOM_6,68596.0,0.0,68596.0
3820,AB_2613_VNS_5,71496.0,0.0,71496.0
3821,AB_2125_CCU_10,44398.0,0.0,44398.0
3822,AB_2128_DEL_6,69212.0,0.0,69212.0
3823,AB_2355_DEL_7,63722.0,0.0,63722.0
3824,AB_2371_GOX_7,58693.0,0.0,58693.0
3825,AB_2508_AMD_9,44796.0,0.0,44796.0
3826,AB_2561_BLR_7,65102.0,0.0,65102.0
3827,AB_2172_BOM_10,44398.0,0.0,44398.0
3828,AB_2342_AMD_9,44796.0,0.0,44796.0
3829,AB_2608_AYJ_5,68816.0,0.0,68816.0
3830,AB_2608_DEL_5,68106.0,0.0,68106.0
3831,AB_2629_GOX_9,44757.0,0.0,44757.0
3832,AB_2642_BOM_7,58173.0,0.0,58173.0
3833,AB_2107_BOM_8,44463.0,0.0,44463.0
3834,AB_2127_BOM_6,67337.0,0.0,67337.0
3835,AB_2334_DEL_9,44796.0,0.0,44796.0
3836,AB_2378_DEL_9,44796.0,0.0,44796.0
3837,AB_2486_IXZ_8,44757.0,0.0,44757.0
3838,AB_2486_MAA_8,44757.0,0.0,44757.0
3839,AB_2524_AMD_6,69596.0,0.0,69596.0
3840,AB_2524_BOM_6,68626.0,0.0,68626.0
3841,AB_2564_CCU_7,61849.0,0.0,61849.0
3842,AB_2124_BOM_10,44398.0,0.0,44398.0
3843,AB_2173_CCU_8,44463.0,0.0,44463.0
3844,AB_2607_PNQ_5,70445.0,0.0,70445.0
3845,AB_2607_DEL_5,62453.0,0.0,62453.0
3846,AB_2628_BLR_9,44757.0,0.0,44757.0
3847,AB_2838_BOM_6,67131.0,0.0,67131.0
3848,AB_2332_AMD_6,72818.0,0.0,72818.0
3849,AB_2509_PNQ_10,44520.0,0.0,44520.0
3850,AB_2510_PNQ_5,65448.0,0.0,65448.0
3851,AB_2526_LKO_6,70179.0,0.0,70179.0
3852,AB_2625_DEL_9,44757.0,0.0,44757.0
3853,AB_2127_BOM_7,68769.0,0.0,68769.0
3854,AB_2172_BOM_8,44463.0,0.0,44463.0
3855,AB_2365_PNQ_10,44520.0,0.0,44520.0
3856,AB_2505_AMD_5,68162.0,0.0,68162.0
3857,AB_2624_GOX_9,44757.0,0.0,44757.0
3858,AB_2630_DEL_8,44757.0,0.0,44757.0
3859,AB_2643_HYD_6,67557.0,0.0,67557.0
3860,AB_2107_BOM_10,44398.0,0.0,44398.0
3861,AB_2125_CCU_8,44463.0,0.0,44463.0
3862,AB_2128_DEL_7,67284.0,0.0,67284.0
3863,AB_2375_BLR_8,44463.0,0.0,44463.0
3864,AB_2485_BLR_8,44757.0,0.0,44757.0
3865,AB_2485_MAA_8,44757.0,0.0,44757.0
3866,AB_2563_PNQ_7,57334.0,0.0,57334.0
3867,AB_2625_DEL_10,44757.0,0.0,44757.0
3868,AB_2359_BLR_5,71658.0,0.0,71658.0
3869,AB_2624_GOX_10,44757.0,0.0,44757.0
3870,AB_2627_GOX_9,44757.0,0.0,44757.0
3871,AB_2630_DEL_9,44757.0,0.0,44757.0
3872,AB_2738_BOM_7,45438.0,0.0,45438.0
3873,AB_2318_PNQ_5,67667.0,0.0,67667.0
3874,AB_2355_DEL_6,59858.0,0.0,59858.0
3875,AB_2364_BLR_10,44520.0,0.0,44520.0
3876,AB_2379_GOX_5,68437.0,0.0,68437.0
3877,AB_2508_AMD_5,68586.0,0.0,68586.0
3878,AB_2629_GOX_8,44757.0,0.0,44757.0
3879,AB_2642_BOM_6,62473.0,0.0,62473.0
3880,AB_2359_BLR_6,73179.0,0.0,73179.0
3881,AB_2379_GOX_9,44796.0,0.0,44796.0
3882,AB_2437_BLR_10,44520.0,0.0,44520.0
3883,AB_2562_CCU_7,61047.0,0.0,61047.0
3884,AB_2334_DEL_5,68550.0,0.0,68550.0
3885,AB_2342_AMD_5,70889.0,0.0,70889.0
3886,AB_2378_DEL_5,60078.0,0.0,60078.0
3887,AB_2525_LKO_6,71950.0,0.0,71950.0
3888,AB_2525_BOM_6,65572.0,0.0,65572.0
3889,AB_2627_GOX_10,44757.0,0.0,44757.0
3890,AB_2643_HYD_7,45438.0,0.0,45438.0
3891,AB_2124_BOM_8,44463.0,0.0,44463.0
3892,AB_2371_GOX_6,65827.0,0.0,65827.0
3893,AB_2355_DEL_8,44584.0,0.0,44584.0
3894,AB_2359_BLR_7,44669.0,0.0,44669.0
3895,AB_2371_GOX_8,44584.0,0.0,44584.0
3896,AB_2642_BOM_8,44584.0,0.0,44584.0
3897,AB_2643_HYD_8,44584.0,0.0,44584.0
3898,AB_2738_BOM_8,44584.0,0.0,44584.0
3899,AB_2127_BOM_8,44584.0,0.0,44584.0
3900,AB_2128_DEL_8,44584.0,0.0,44584.0
3901,AB_2104_BLR_9,44746.0,0.0,44746.0
3902,AB_2334_DEL_12,44877.0,0.0,44877.0
3903,AB_2342_AMD_12,44877.0,0.0,44877.0
3904,AB_2378_DEL_12,44877.0,0.0,44877.0
3905,AB_2524_AMD_9,44746.0,0.0,44746.0
3906,AB_2524_BOM_9,44746.0,0.0,44746.0
3907,AB_2107_BOM_11,44877.0,0.0,44877.0
3908,AB_2120_BOM_9,44746.0,0.0,44746.0
3909,AB_2318_PNQ_12,44877.0,0.0,44877.0
3910,AB_2525_LKO_10,44377.0,0.0,44377.0
3911,AB_2525_BOM_10,44377.0,0.0,44377.0
3912,AB_2629_GOX_12,44757.0,0.0,44757.0
3913,AB_2726_LKO_9,44746.0,0.0,44746.0
3914,AB_2172_BOM_11,44877.0,0.0,44877.0
3915,AB_2173_CCU_11,44877.0,0.0,44877.0
3916,AB_2375_BLR_11,44877.0,0.0,44877.0
3917,AB_2451_BOM_10,44377.0,0.0,44377.0
3918,AB_2508_AMD_12,44877.0,0.0,44877.0
3919,AB_2628_BLR_12,44757.0,0.0,44757.0
3920,AB_2125_CCU_11,44877.0,0.0,44877.0
3921,AB_2146_DEL_9,44746.0,0.0,44746.0
3922,AB_2342_AMD_11,44398.0,0.0,44398.0
3923,AB_2486_IXZ_12,44746.0,0.0,44746.0
3924,AB_2486_MAA_12,44746.0,0.0,44746.0
3925,AB_2318_PNQ_11,44398.0,0.0,44398.0
3926,AB_2332_AMD_10,44377.0,0.0,44377.0
3927,AB_2334_DEL_11,44398.0,0.0,44398.0
3928,AB_2378_DEL_11,44398.0,0.0,44398.0
3929,AB_2379_GOX_11,44398.0,0.0,44398.0
3930,AB_2485_BLR_12,44746.0,0.0,44746.0
3931,AB_2485_MAA_12,44746.0,0.0,44746.0
3932,AB_2508_AMD_11,44398.0,0.0,44398.0
3933,AB_2524_AMD_10,44377.0,0.0,44377.0
3934,AB_2524_BOM_10,44377.0,0.0,44377.0
3935,AB_2526_LKO_10,44377.0,0.0,44377.0
3936,AB_2630_DEL_12,44757.0,0.0,44757.0
3937,AB_2124_BOM_11,44877.0,0.0,44877.0
3938,AB_2379_GOX_12,44877.0,0.0,44877.0
3939,AB_2565_BLR_11,44757.0,0.0,44757.0
3940,AB_2565_PNQ_11,44757.0,0.0,44757.0
3941,AB_2565_CCU_11,44757.0,0.0,44757.0
3942,AB_2108_AMD_1,68676.0,0.0,68676.0
3943,AB_2366_BLR_1,66786.0,0.0,66786.0
3944,AB_2367_BOM_1,65451.0,0.0,65451.0
3945,AB_2376_BOM_1,67968.0,0.0,67968.0
3946,AB_2462_BLR_1,64537.0,0.0,64537.0
3947,AB_2463_GOX_1,62097.0,0.0,62097.0
3948,AB_2781_BOM_1,66420.0,0.0,66420.0
3949,AB_2439_BOM_2,65503.0,0.0,65503.0
3950,AB_2503_BOM_1,74346.0,0.0,74346.0
3951,AB_2504_GAU_1,71306.0,0.0,71306.0
3952,AB_2736_BLR_1,66534.0,0.0,66534.0
3953,AB_2134_BLR_1,74043.0,0.0,74043.0
3954,AB_2135_GAU_1,69068.0,0.0,69068.0
3955,AB_2407_HYD_1,73663.0,0.0,73663.0
3956,AB_2409_DEL_1,68165.0,0.0,68165.0
3957,AB_2432_BLR_1,66315.0,0.0,66315.0
3958,AB_2108_AMD_2,69802.0,0.0,69802.0
3959,AB_2367_BOM_2,66063.0,0.0,66063.0
3960,AB_2406_DEL_2,65001.0,0.0,65001.0
3961,AB_2462_BLR_2,62758.0,0.0,62758.0
3962,AB_2503_BOM_2,73987.0,0.0,73987.0
3963,AB_2527_BLR_2,68072.0,0.0,68072.0
3964,AB_2533_AMD_2,68751.0,0.0,68751.0
3965,AB_2781_BOM_2,64344.0,0.0,64344.0
3966,AB_2850_BLR_2,68699.0,0.0,68699.0
3967,AB_2135_GAU_2,68717.0,0.0,68717.0
3968,AB_2504_GAU_2,70455.0,0.0,70455.0
3969,AB_2534_GOX_2,62886.0,0.0,62886.0
3970,AB_2736_BLR_2,65854.0,0.0,65854.0
3971,AB_2851_IXB_2,68948.0,0.0,68948.0
3972,AB_2134_BLR_2,72052.0,0.0,72052.0
3973,AB_2366_BLR_2,66607.0,0.0,66607.0
3974,AB_2376_BOM_2,67356.0,0.0,67356.0
3975,AB_2401_LKO_2,69796.0,0.0,69796.0
3976,AB_2405_HYD_2,71302.0,0.0,71302.0
3977,AB_2431_HYD_2,68932.0,0.0,68932.0
3978,AB_2439_BOM_3,65987.0,0.0,65987.0
3979,AB_2463_GOX_2,59187.0,0.0,59187.0
3980,AB_2359_BLR_30,73151.0,17980.22,55170.78
3981,AB_2107_BOM_1,55762.0,0.0,55762.0
3982,AB_2311_BLR_30,66852.0,14570.38,52281.62
3983,AB_2372_BLR_30,70783.0,15014.22,55768.78
3984,AB_2340_BLR_1,67580.0,15503.3,52076.7
3985,AB_2505_AMD_1,67747.0,10214.5,57532.5
3986,AB_2637_BOM_1,72749.0,16342.83,56406.17
3987,AB_2380_BOM_2,65779.0,0.0,65779.0
3988,AB_2411_DEL_2,70088.0,0.0,70088.0
3989,AB_2143_PNQ_2,62874.0,0.0,62874.0
3990,AB_2340_BLR_2,68679.0,0.0,68679.0
3991,AB_2358_GOX_2,65051.0,0.0,65051.0
3992,AB_2142_GOX_2,63364.0,0.0,63364.0
3993,AB_2350_DEL_2,70935.0,0.0,70935.0
3994,AB_2384_BBI_2,69900.0,0.0,69900.0
3995,AB_2410_BOM_2,68181.0,0.0,68181.0
3996,AB_2550_BLR_2,57780.0,0.0,57780.0
3997,AB_2551_PNQ_2,65974.0,0.0,65974.0
3998,AB_2572_BLR_2,63191.0,0.0,63191.0
3999,AB_2376_BOM_4,66407.0,0.0,66407.0
4000,AB_2431_HYD_3,71008.0,0.0,71008.0
4001,AB_2463_GOX_3,61658.0,0.0,61658.0
4002,AB_2312_PNQ_2,65209.0,0.0,65209.0
4003,AB_2401_LKO_4,70041.0,0.0,70041.0
4004,AB_2405_HYD_4,72588.0,0.0,72588.0
4005,AB_2409_DEL_2,62568.0,0.0,62568.0
4006,AB_2462_BLR_3,64947.0,0.0,64947.0
4007,AB_2504_GAU_3,70189.0,0.0,70189.0
4008,AB_2534_GOX_4,65221.0,0.0,65221.0
4009,AB_2612_BLR_2,61486.0,0.0,61486.0
4010,AB_2736_BLR_4,67708.0,0.0,67708.0
4011,AB_2851_IXB_3,68833.0,0.0,68833.0
4012,AB_2134_BLR_3,73348.0,0.0,73348.0
4013,AB_2311_BLR_1,65680.0,0.0,65680.0
4014,AB_2406_DEL_3,66880.0,0.0,66880.0
4015,AB_2533_AMD_4,69068.0,0.0,69068.0
4016,AB_2850_BLR_3,69532.0,0.0,69532.0
4017,AB_2108_AMD_4,67487.0,0.0,67487.0
4018,AB_2135_GAU_3,68733.0,0.0,68733.0
4019,AB_2311_BLR_2,66933.0,0.0,66933.0
4020,AB_2312_PNQ_3,65618.0,0.0,65618.0
4021,AB_2366_BLR_4,65869.0,0.0,65869.0
4022,AB_2405_HYD_3,73076.0,0.0,73076.0
4023,AB_2407_HYD_3,73021.0,0.0,73021.0
4024,AB_2432_BLR_2,59707.0,0.0,59707.0
4025,AB_2503_BOM_3,74356.0,0.0,74356.0
4026,AB_2367_BOM_3,66467.0,0.0,66467.0
4027,AB_2409_DEL_3,68180.0,0.0,68180.0
4028,AB_2431_HYD_4,70118.0,0.0,70118.0
4029,AB_2432_BLR_3,62666.0,0.0,62666.0
4030,AB_2439_BOM_4,66437.0,0.0,66437.0
4031,AB_2439_BOM_5,66140.0,0.0,66140.0
4032,AB_2613_VNS_2,72260.0,0.0,72260.0
4033,AB_2781_BOM_4,63261.0,0.0,63261.0
4034,AB_2407_HYD_2,72231.0,0.0,72231.0
4035,AB_2527_BLR_4,67893.0,0.0,67893.0
4036,AB_2406_DEL_4,68248.0,0.0,68248.0
4037,AB_2485_BLR_1,68355.0,14733.2,53621.8
4038,AB_2128_DEL_4,69463.0,0.0,69463.0
4039,AB_2371_GOX_4,63814.0,0.0,63814.0
4040,AB_2643_HYD_4,65767.0,0.0,65767.0
4041,AB_2125_CCU_5,73365.0,0.0,73365.0
4042,AB_2365_PNQ_5,65621.0,0.0,65621.0
4043,AB_2375_BLR_5,68013.0,0.0,68013.0
4044,AB_2509_PNQ_5,65749.0,0.0,65749.0
4045,AB_2627_GOX_5,63616.0,0.0,63616.0
4046,AB_2629_GOX_4,62958.0,0.0,62958.0
4047,AB_2738_BOM_4,68421.0,0.0,68421.0
4048,AB_2107_BOM_5,65734.0,0.0,65734.0
4049,AB_2172_BOM_5,72381.0,0.0,72381.0
4050,AB_2173_CCU_5,70670.0,0.0,70670.0
4051,AB_2359_BLR_3,72538.0,0.0,72538.0
4052,AB_2624_GOX_5,63326.0,0.0,63326.0
4053,AB_2625_DEL_5,59522.0,0.0,59522.0
4054,AB_2630_DEL_4,55615.0,0.0,55615.0
4055,AB_2124_BOM_5,70906.0,0.0,70906.0
4056,AB_2355_DEL_4,64608.0,0.0,64608.0
4057,AB_2364_BLR_5,65279.0,0.0,65279.0
4058,AB_2437_BLR_5,65762.0,0.0,65762.0
4059,AB_2628_BLR_4,64947.0,0.0,64947.0
