,keys,Actual TOW,Estimated TOW,Difference
494,AB_2738_BOM_4,44774.0,0.0,44774.0
495,AB_2107_BOM_5,44774.0,0.0,44774.0
496,AB_2172_BOM_5,44774.0,0.0,44774.0
497,AB_2173_CCU_5,44774.0,0.0,44774.0
498,AB_2359_BLR_3,44774.0,0.0,44774.0
499,AB_2624_GOX_5,44398.0,0.0,44398.0
500,AB_2625_DEL_5,44398.0,0.0,44398.0
501,AB_2630_DEL_4,44398.0,0.0,44398.0
502,AB_2124_BOM_5,44774.0,0.0,44774.0
503,AB_2355_DEL_4,44774.0,0.0,44774.0
504,AB_2364_BLR_5,44398.0,0.0,44398.0
505,AB_2437_BLR_5,44398.0,0.0,44398.0
506,AB_2628_BLR_4,44398.0,0.0,44398.0
507,AB_2642_BOM_4,44774.0,0.0,44774.0
508,AB_2127_BOM_4,44774.0,0.0,44774.0
509,AB_2485_BLR_4,44398.0,0.0,44398.0
510,AB_2485_MAA_4,44398.0,0.0,44398.0
511,AB_2486_IXZ_4,44398.0,0.0,44398.0
512,AB_2486_MAA_4,44398.0,0.0,44398.0
513,AB_2145_AMD_1,58569.0,18022.3,40546.7
514,AB_2561_BLR_13,44746.0,0.0,44746.0
515,AB_2564_CCU_9,44398.0,0.0,44398.0
516,AB_2505_AMD_10,44774.0,0.0,44774.0
517,AB_2120_BOM_12,44398.0,0.0,44398.0
518,AB_2128_DEL_12,44398.0,0.0,44398.0
519,AB_2145_AMD_11,44746.0,0.0,44746.0
520,AB_2127_BOM_12,44398.0,0.0,44398.0
521,AB_2505_AMD_11,44774.0,0.0,44774.0
522,AB_2607_PNQ_11,44774.0,0.0,44774.0
523,AB_2607_DEL_11,44774.0,0.0,44774.0
524,AB_2608_AYJ_11,44774.0,0.0,44774.0
525,AB_2608_DEL_11,44774.0,0.0,44774.0
526,AB_2719_DEL_11,44746.0,0.0,44746.0
527,AB_2146_DEL_12,44398.0,0.0,44398.0
528,AB_2563_PNQ_9,44398.0,0.0,44398.0
529,AB_2625_DEL_13,44377.0,0.0,44377.0
530,AB_2642_BOM_11,44746.0,0.0,44746.0
531,AB_2376_BOM_9,44774.0,0.0,44774.0
532,AB_2563_PNQ_13,44746.0,0.0,44746.0
533,AB_2562_CCU_13,44746.0,0.0,44746.0
534,AB_2607_PNQ_12,44774.0,0.0,44774.0
535,AB_2607_DEL_12,44774.0,0.0,44774.0
536,AB_2437_BLR_13,44377.0,0.0,44377.0
537,AB_2510_PNQ_10,44774.0,0.0,44774.0
538,AB_2108_AMD_9,44774.0,0.0,44774.0
539,AB_2325_BLR_9,44774.0,0.0,44774.0
540,AB_2366_BLR_9,44774.0,0.0,44774.0
541,AB_2509_PNQ_13,44377.0,0.0,44377.0
542,AB_2627_GOX_13,44377.0,0.0,44377.0
543,AB_2107_BOM_9,44774.0,0.0,44774.0
544,AB_2564_CCU_13,44746.0,0.0,44746.0
545,AB_2534_GOX_9,44774.0,0.0,44774.0
546,AB_2562_CCU_9,44398.0,0.0,44398.0
547,AB_2607_PNQ_10,44774.0,0.0,44774.0
548,AB_2607_DEL_10,44774.0,0.0,44774.0
549,AB_2643_HYD_11,44746.0,0.0,44746.0
550,AB_2386_IXB_11,44746.0,0.0,44746.0
551,AB_2510_PNQ_11,44774.0,0.0,44774.0
552,AB_2608_AYJ_12,44774.0,0.0,44774.0
553,AB_2608_DEL_12,44774.0,0.0,44774.0
554,AB_2359_BLR_11,44398.0,0.0,44398.0
555,AB_2510_PNQ_12,44774.0,0.0,44774.0
556,AB_2355_DEL_12,44398.0,0.0,44398.0
557,AB_2365_PNQ_13,44377.0,0.0,44377.0
558,AB_2533_AMD_9,44774.0,0.0,44774.0
559,AB_2561_BLR_9,44398.0,0.0,44398.0
560,AB_2624_GOX_13,44377.0,0.0,44377.0
561,AB_2371_GOX_12,44398.0,0.0,44398.0
562,AB_2385_BOM_11,44746.0,0.0,44746.0
563,AB_2738_BOM_11,44746.0,0.0,44746.0
564,AB_2364_BLR_13,44377.0,0.0,44377.0
565,AB_2505_AMD_12,44774.0,0.0,44774.0
566,AB_2608_AYJ_10,44774.0,0.0,44774.0
567,AB_2608_DEL_10,44774.0,0.0,44774.0
568,AB_2311_BLR_10,44976.0,0.0,44976.0
569,AB_2312_PNQ_11,44976.0,0.0,44976.0
570,AB_2612_BLR_11,44976.0,0.0,44976.0
571,AB_2613_VNS_11,44976.0,0.0,44976.0
572,AB_2504_GAU_12,44976.0,0.0,44976.0
573,AB_2367_BOM_12,44976.0,0.0,44976.0
574,AB_2462_BLR_12,44976.0,0.0,44976.0
575,AB_2463_GOX_12,44976.0,0.0,44976.0
576,AB_2503_BOM_12,44976.0,0.0,44976.0
577,AB_2526_LKO_11,44746.0,0.0,44746.0
578,AB_2332_AMD_11,44746.0,0.0,44746.0
579,AB_2451_BOM_11,44746.0,0.0,44746.0
580,AB_2524_AMD_11,44746.0,0.0,44746.0
581,AB_2524_BOM_11,44746.0,0.0,44746.0
582,AB_2525_LKO_11,44746.0,0.0,44746.0
583,AB_2525_BOM_11,44746.0,0.0,44746.0
584,AB_2624_GOX_1,53326.0,10320.0,43006.0
585,AB_2358_GOX_12,45492.0,0.0,45492.0
586,AB_2350_DEL_12,45492.0,0.0,45492.0
587,AB_2355_DEL_13,44377.0,0.0,44377.0
588,AB_2371_GOX_13,44377.0,0.0,44377.0
589,AB_2572_BLR_13,45516.0,0.0,45516.0
590,AB_2630_DEL_13,44463.0,0.0,44463.0
591,AB_2143_PNQ_12,45492.0,0.0,45492.0
592,AB_2127_BOM_13,44377.0,0.0,44377.0
593,AB_2340_BLR_12,45492.0,0.0,45492.0
594,AB_2380_BOM_12,45492.0,0.0,45492.0
595,AB_2411_DEL_13,45492.0,0.0,45492.0
596,AB_2143_PNQ_13,45492.0,0.0,45492.0
597,AB_2359_BLR_12,44377.0,0.0,44377.0
598,AB_2384_BBI_13,45516.0,0.0,45516.0
599,AB_2550_BLR_13,45516.0,0.0,45516.0
600,AB_2551_PNQ_13,45516.0,0.0,45516.0
601,AB_2628_BLR_13,44463.0,0.0,44463.0
602,AB_2822_AYJ_13,45516.0,0.0,45516.0
603,AB_2142_GOX_13,45492.0,0.0,45492.0
604,AB_2411_DEL_12,45492.0,0.0,45492.0
605,AB_2311_BLR_13,44818.0,0.0,44818.0
606,AB_2821_BLR_13,45516.0,0.0,45516.0
607,AB_2350_DEL_13,45492.0,0.0,45492.0
608,AB_2410_BOM_12,45492.0,0.0,45492.0
609,AB_2120_BOM_13,44377.0,0.0,44377.0
610,AB_2128_DEL_13,44377.0,0.0,44377.0
611,AB_2358_GOX_13,45492.0,0.0,45492.0
612,AB_2629_GOX_13,44463.0,0.0,44463.0
613,AB_2142_GOX_12,45492.0,0.0,45492.0
614,AB_2410_BOM_13,45492.0,0.0,45492.0
615,AB_2146_DEL_13,44377.0,0.0,44377.0
616,AB_2340_BLR_13,45492.0,0.0,45492.0
617,AB_2380_BOM_13,45492.0,0.0,45492.0
618,AB_2486_IXZ_13,44463.0,0.0,44463.0
619,AB_2486_MAA_13,44463.0,0.0,44463.0
620,AB_2485_BLR_13,44463.0,0.0,44463.0
621,AB_2485_MAA_13,44463.0,0.0,44463.0
622,AB_2561_BLR_1,58157.0,16190.0,41967.0
623,AB_2524_AMD_1,44377.0,1661.2,42715.8
624,AB_2109_BLR_1,53424.0,10221.6,43202.4
625,AB_2421_BLR_1,58328.0,14822.11,43505.89
626,AB_2325_BLR_1,56690.0,14616.67,42073.33
627,AB_2312_PNQ_1,57581.0,14654.75,42926.25
628,AB_2607_PNQ_1,58301.0,16330.38,41970.62
629,AB_2355_DEL_1,56517.0,13224.0,43293.0
630,AB_2405_HYD_1,57002.0,15388.11,41613.89
631,AB_2410_BOM_1,59476.0,17194.6,42281.4
632,AB_2375_BLR_1,55578.0,12658.9,42919.1
633,AB_2638_SXR_1,58901.0,16004.0,42897.0
634,AB_2359_BLR_1,44842.0,0.0,44842.0
635,AB_2485_MAA_1,57508.0,16077.44,41430.56
636,AB_2486_IXZ_1,57233.0,14897.78,42335.22
637,AB_2719_DEL_1,56849.0,15516.22,41332.78
638,AB_2625_DEL_1,57036.0,14840.0,42196.0
639,AB_2728_BOM_1,58177.0,17340.5,40836.5
640,AB_2498_BOM_1,58538.0,15961.11,42576.89
641,AB_2492_VNS_1,58863.0,14857.0,44006.0
642,AB_2406_DEL_1,55957.0,14428.33,41528.67
643,AB_2373_IXB_1,58705.0,16031.44,42673.56
644,AB_2850_BLR_1,57008.0,14203.6,42804.4
645,AB_2851_IXB_1,54414.0,0.0,54414.0
646,AB_2335_DEL_1,58100.0,18568.2,39531.8
647,AB_2342_AMD_1,57420.0,15217.0,42203.0
648,AB_2372_BLR_1,44710.0,0.0,44710.0
649,AB_2612_BLR_1,54481.0,11510.0,42971.0
650,AB_2562_CCU_1,56987.0,14690.0,42297.0
651,AB_2102_AMD_1,59475.0,16367.3,43107.7
652,AB_2411_DEL_1,45492.0,0.0,45492.0
653,AB_2551_PNQ_1,45516.0,0.0,45516.0
654,AB_2350_DEL_1,45492.0,0.0,45492.0
655,AB_2380_BOM_1,45492.0,0.0,45492.0
656,AB_2384_BBI_1,45516.0,0.0,45516.0
657,AB_2550_BLR_1,45516.0,0.0,45516.0
658,AB_2572_BLR_1,45516.0,0.0,45516.0
659,AB_2358_GOX_1,45492.0,0.0,45492.0
660,AB_7596_BLR_1,53619.0,10590.0,43029.0
661,AB_2172_BOM_1,57823.0,17704.0,40119.0
662,AB_2607_DEL_1,56906.0,12967.0,43939.0
663,AB_2371_GOX_1,54997.0,11477.0,43520.0
664,AB_2518_BOM_1,57149.0,14998.3,42150.7
665,AB_2323_BLR_1,59781.0,17500.6,42280.4
666,AB_2729_BLR_1,56572.0,14224.9,42347.1
667,AB_2385_BOM_1,56859.0,15001.1,41857.9
668,AB_2738_BOM_2,44877.0,0.0,44877.0
669,AB_2128_DEL_2,44877.0,0.0,44877.0
670,AB_2642_BOM_2,44877.0,0.0,44877.0
671,AB_2643_HYD_2,44877.0,0.0,44877.0
672,AB_2127_BOM_2,44877.0,0.0,44877.0
673,AB_2355_DEL_2,44877.0,0.0,44877.0
674,AB_2371_GOX_2,44877.0,0.0,44877.0
675,AB_2561_BLR_2,44757.0,0.0,44757.0
676,AB_2562_CCU_2,44757.0,0.0,44757.0
677,AB_2563_PNQ_2,44757.0,0.0,44757.0
678,AB_2564_CCU_2,44757.0,0.0,44757.0
679,AB_2519_COK_1,56614.0,13653.0,42961.0
680,AB_2608_AYJ_1,58606.0,14927.0,43679.0
681,AB_2613_VNS_1,57406.0,15020.0,42386.0
682,AB_2563_PNQ_1,58342.0,16360.0,41982.0
683,AB_2127_BOM_1,58442.0,16771.44,41670.56
684,AB_2627_GOX_1,57776.0,15760.0,42016.0
685,AB_2372_GAU_1,44710.0,0.0,44710.0
686,AB_2323_GAU_1,57056.0,23231.0,33825.0
687,AB_2318_PNQ_15,44877.0,0.0,44877.0
688,AB_2439_BOM_15,44951.0,0.0,44951.0
689,AB_2508_AMD_15,44877.0,0.0,44877.0
690,AB_2629_GOX_15,44774.0,0.0,44774.0
691,AB_2738_BOM_15,44463.0,0.0,44463.0
692,AB_2104_BLR_15,44584.0,0.0,44584.0
693,AB_2120_BOM_15,44796.0,0.0,44796.0
694,AB_2128_DEL_15,44796.0,0.0,44796.0
695,AB_2334_DEL_15,44877.0,0.0,44877.0
696,AB_2358_GOX_15,45516.0,0.0,45516.0
697,AB_2386_IXB_15,44463.0,0.0,44463.0
698,AB_2431_HYD_15,44852.0,0.0,44852.0
699,AB_2524_AMD_15,44520.0,0.0,44520.0
700,AB_2628_BLR_15,44774.0,0.0,44774.0
701,AB_2851_IXB_15,44829.0,0.0,44829.0
702,AB_1071_DOH_15,45446.0,0.0,45446.0
703,AB_2127_BOM_15,44796.0,0.0,44796.0
704,AB_2373_IXB_15,44710.0,0.0,44710.0
705,AB_2385_BOM_15,44463.0,0.0,44463.0
706,AB_2397_GOX_15,45438.0,0.0,45438.0
707,AB_2519_COK_15,44584.0,0.0,44584.0
708,AB_2551_PNQ_15,45492.0,0.0,45492.0
709,AB_2728_BOM_15,44520.0,0.0,44520.0
710,AB_2781_BOM_15,44951.0,0.0,44951.0
711,AB_2822_AYJ_15,45492.0,0.0,45492.0
712,AB_2850_BLR_15,44829.0,0.0,44829.0
713,AB_1070_BOM_15,45446.0,0.0,45446.0
714,AB_2134_BLR_15,44829.0,0.0,44829.0
715,AB_2146_DEL_15,44796.0,0.0,44796.0
716,AB_2312_PNQ_15,44866.0,0.0,44866.0
717,AB_2324_IXA_15,45286.0,0.0,45286.0
718,AB_2324_GAU_15,45286.0,0.0,45286.0
719,AB_2336_BLR_15,44877.0,0.0,44877.0
720,AB_2340_BLR_15,45516.0,0.0,45516.0
721,AB_2364_BLR_15,44746.0,0.0,44746.0
722,AB_2372_BLR_15,44710.0,0.0,44710.0
723,AB_2372_GAU_15,44710.0,0.0,44710.0
724,AB_2376_BOM_15,44951.0,0.0,44951.0
725,AB_2405_HYD_15,44852.0,0.0,44852.0
726,AB_2421_BLR_15,45438.0,0.0,45438.0
727,AB_2485_BLR_15,44774.0,0.0,44774.0
728,AB_2497_VNS_15,45438.0,0.0,45438.0
729,AB_2607_PNQ_15,44398.0,0.0,44398.0
730,AB_2607_DEL_15,44398.0,0.0,44398.0
731,AB_2110_BOM_15,44584.0,0.0,44584.0
732,AB_2145_AMD_15,44463.0,0.0,44463.0
733,AB_2172_BOM_15,44377.0,0.0,44377.0
734,AB_2173_CCU_15,44377.0,0.0,44377.0
735,AB_2311_BLR_15,44866.0,0.0,44866.0
736,AB_2323_BLR_15,45286.0,0.0,45286.0
737,AB_2323_GAU_15,45286.0,0.0,45286.0
738,AB_2335_DEL_15,44877.0,0.0,44877.0
739,AB_2350_DEL_15,45516.0,0.0,45516.0
740,AB_2359_BLR_15,44463.0,0.0,44463.0
741,AB_2375_BLR_15,44377.0,0.0,44377.0
742,AB_2407_HYD_15,44852.0,0.0,44852.0
743,AB_2432_BLR_15,44852.0,0.0,44852.0
744,AB_2485_MAA_15,44774.0,0.0,44774.0
745,AB_2509_PNQ_15,44746.0,0.0,44746.0
746,AB_2525_LKO_15,44520.0,0.0,44520.0
747,AB_2525_BOM_15,44520.0,0.0,44520.0
748,AB_2541_CCU_15,44710.0,0.0,44710.0
749,AB_2108_AMD_15,44951.0,0.0,44951.0
750,AB_2124_BOM_15,44377.0,0.0,44377.0
751,AB_2342_AMD_15,44877.0,0.0,44877.0
752,AB_2366_BLR_15,44951.0,0.0,44951.0
753,AB_2411_DEL_15,45516.0,0.0,45516.0
754,AB_2451_BOM_15,44520.0,0.0,44520.0
755,AB_2463_GOX_15,44976.0,0.0,44976.0
756,AB_2504_GAU_15,44976.0,0.0,44976.0
757,AB_2572_BLR_15,45492.0,0.0,45492.0
758,AB_2608_AYJ_15,44398.0,0.0,44398.0
759,AB_2608_DEL_15,44398.0,0.0,44398.0
760,AB_2613_VNS_15,44866.0,0.0,44866.0
761,AB_2624_GOX_15,44746.0,0.0,44746.0
762,AB_2625_DEL_15,44746.0,0.0,44746.0
763,AB_2637_BOM_15,45446.0,0.0,45446.0
764,AB_2729_BLR_15,44520.0,0.0,44520.0
765,AB_2107_BOM_15,44377.0,0.0,44377.0
766,AB_2135_GAU_15,44829.0,0.0,44829.0
767,AB_2325_BLR_15,45430.0,0.0,45430.0
768,AB_2341_BOM_15,44584.0,0.0,44584.0
769,AB_2349_BOM_15,45438.0,0.0,45438.0
770,AB_2365_PNQ_15,44746.0,0.0,44746.0
771,AB_2377_BLR_15,44710.0,0.0,44710.0
772,AB_2380_BOM_15,45516.0,0.0,45516.0
773,AB_2406_DEL_15,44852.0,0.0,44852.0
774,AB_2410_BOM_15,45516.0,0.0,45516.0
775,AB_2462_BLR_15,44976.0,0.0,44976.0
776,AB_2486_IXZ_15,44774.0,0.0,44774.0
777,AB_2486_MAA_15,44774.0,0.0,44774.0
778,AB_2498_BOM_15,45438.0,0.0,45438.0
779,AB_2503_BOM_15,44976.0,0.0,44976.0
780,AB_2527_BLR_15,44866.0,0.0,44866.0
781,AB_2612_BLR_15,44866.0,0.0,44866.0
782,AB_2102_AMD_15,45430.0,0.0,45430.0
783,AB_2332_AMD_15,44520.0,0.0,44520.0
784,AB_2371_GOX_15,44796.0,0.0,44796.0
785,AB_2384_BBI_15,45492.0,0.0,45492.0
786,AB_2401_LKO_15,44866.0,0.0,44866.0
787,AB_2409_DEL_15,44852.0,0.0,44852.0
788,AB_2437_BLR_15,44746.0,0.0,44746.0
789,AB_2492_VNS_15,45438.0,0.0,45438.0
790,AB_2510_PNQ_15,44398.0,0.0,44398.0
791,AB_2518_BOM_15,44584.0,0.0,44584.0
792,AB_2550_BLR_15,45492.0,0.0,45492.0
793,AB_2627_GOX_15,44746.0,0.0,44746.0
794,AB_2638_SXR_15,45446.0,0.0,45446.0
795,AB_2643_HYD_15,44463.0,0.0,44463.0
796,AB_2736_BLR_15,44951.0,0.0,44951.0
797,AB_2821_BLR_15,45492.0,0.0,45492.0
798,AB_2109_BLR_15,44584.0,0.0,44584.0
799,AB_2125_CCU_15,44377.0,0.0,44377.0
800,AB_2355_DEL_15,44796.0,0.0,44796.0
801,AB_2367_BOM_15,44976.0,0.0,44976.0
802,AB_2424_VNS_15,45430.0,0.0,45430.0
803,AB_2491_BOM_15,45430.0,0.0,45430.0
804,AB_2505_AMD_15,44398.0,0.0,44398.0
805,AB_2630_DEL_15,44774.0,0.0,44774.0
806,AB_2642_BOM_15,44463.0,0.0,44463.0
807,AB_2719_DEL_15,44463.0,0.0,44463.0
808,AB_2486_MAA_1,58198.0,14788.0,43410.0
809,AB_2173_CCU_1,58318.0,16367.0,41951.0
810,AB_2377_BLR_1,57760.0,15502.44,42257.56
811,AB_2324_IXA_1,59681.0,15382.0,44299.0
812,AB_2110_BOM_1,58329.0,16797.67,41531.33
813,AB_2431_HYD_1,57362.0,13910.0,43452.0
814,AB_2386_IXB_1,58609.0,16632.5,41976.5
815,AB_2364_BLR_1,56236.0,13241.0,42995.0
816,AB_2128_DEL_1,58067.0,16013.63,42053.37
817,AB_2564_CCU_1,58317.0,16350.0,41967.0
818,AB_2608_DEL_1,58761.0,17449.25,41311.75
819,AB_2336_BLR_1,58415.0,16870.6,41544.4
820,AB_2628_BLR_1,57498.0,15750.0,41748.0
821,AB_2451_BOM_1,56572.0,15796.0,40776.0
822,AB_2527_BLR_1,57166.0,14861.5,42304.5
823,AB_2497_VNS_1,59353.0,15596.78,43756.22
824,AB_2349_BOM_1,59283.0,15198.0,44085.0
825,AB_2365_PNQ_1,57061.0,23656.56,33404.44
826,AB_2629_GOX_1,54373.0,11950.0,42423.0
827,AB_2401_LKO_1,44852.0,0.0,44852.0
828,AB_2324_GAU_1,59576.0,16096.0,43480.0
829,AB_2491_BOM_1,56395.0,12362.6,44032.4
830,AB_2525_LKO_1,57797.0,15426.5,42370.5
831,AB_2134_BLR_16,44829.0,0.0,44829.0
832,AB_2366_BLR_16,44852.0,0.0,44852.0
833,AB_2409_DEL_16,44951.0,0.0,44951.0
834,AB_2120_BOM_16,44463.0,0.0,44463.0
835,AB_2525_LKO_16,44796.0,0.0,44796.0
836,AB_2401_LKO_16,44866.0,0.0,44866.0
837,AB_2504_GAU_16,44976.0,0.0,44976.0
838,AB_2109_BLR_16,44584.0,0.0,44584.0
839,AB_2491_BOM_16,45430.0,0.0,45430.0
840,AB_2736_BLR_16,44852.0,0.0,44852.0
841,AB_2367_BOM_16,44976.0,0.0,44976.0
842,AB_2492_VNS_16,45438.0,0.0,45438.0
843,AB_2533_AMD_16,44852.0,0.0,44852.0
844,AB_2334_DEL_16,44377.0,0.0,44377.0
845,AB_2340_BLR_17,44818.0,0.0,44818.0
846,AB_2108_AMD_16,44852.0,0.0,44852.0
847,AB_2407_HYD_16,44951.0,0.0,44951.0
848,AB_2551_PNQ_16,45492.0,0.0,45492.0
849,AB_2394_BOM_16,45430.0,0.0,45430.0
850,AB_2463_GOX_16,44976.0,0.0,44976.0
851,AB_2498_BOM_16,45438.0,0.0,45438.0
852,AB_2378_DEL_16,44377.0,0.0,44377.0
853,AB_2379_GOX_16,44377.0,0.0,44377.0
854,AB_2411_DEL_16,45516.0,0.0,45516.0
855,AB_2781_BOM_16,44852.0,0.0,44852.0
856,AB_2124_BOM_16,44520.0,0.0,44520.0
857,AB_2342_AMD_16,44377.0,0.0,44377.0
858,AB_2462_BLR_16,44976.0,0.0,44976.0
859,AB_2486_IXZ_16,44877.0,0.0,44877.0
860,AB_2503_BOM_16,44976.0,0.0,44976.0
861,AB_2850_BLR_16,44829.0,0.0,44829.0
862,AB_2349_BOM_16,45438.0,0.0,45438.0
863,AB_2424_VNS_16,45430.0,0.0,45430.0
864,AB_2410_BOM_16,45516.0,0.0,45516.0
865,AB_2497_VNS_16,45438.0,0.0,45438.0
866,AB_2527_BLR_16,44866.0,0.0,44866.0
867,AB_2107_BOM_16,44520.0,0.0,44520.0
868,AB_2135_GAU_16,44829.0,0.0,44829.0
869,AB_2143_PNQ_16,45516.0,0.0,45516.0
870,AB_2432_BLR_16,44951.0,0.0,44951.0
871,AB_2519_COK_16,44584.0,0.0,44584.0
872,AB_2142_GOX_16,45516.0,0.0,45516.0
873,AB_2397_GOX_16,45438.0,0.0,45438.0
874,AB_2451_BOM_16,44796.0,0.0,44796.0
875,AB_2638_SXR_16,45446.0,0.0,45446.0
876,AB_2406_DEL_16,44951.0,0.0,44951.0
877,AB_2485_BLR_16,44877.0,0.0,44877.0
878,AB_2534_GOX_16,44852.0,0.0,44852.0
879,AB_2371_GOX_16,44463.0,0.0,44463.0
880,AB_2524_AMD_16,44796.0,0.0,44796.0
881,AB_2643_HYD_16,44746.0,0.0,44746.0
882,AB_2110_BOM_16,44584.0,0.0,44584.0
883,AB_2465_GOX_16,45430.0,0.0,45430.0
884,AB_2518_BOM_16,44584.0,0.0,44584.0
885,AB_2125_CCU_16,44520.0,0.0,44520.0
886,AB_2373_IXB_16,44710.0,0.0,44710.0
887,AB_2375_BLR_16,44520.0,0.0,44520.0
888,AB_2146_DEL_16,44463.0,0.0,44463.0
889,AB_2325_BLR_16,45430.0,0.0,45430.0
890,AB_2431_HYD_16,44951.0,0.0,44951.0
891,AB_2376_BOM_16,44852.0,0.0,44852.0
892,AB_2637_BOM_16,45446.0,0.0,45446.0
893,AB_2851_IXB_16,44829.0,0.0,44829.0
894,AB_2323_BLR_16,45286.0,0.0,45286.0
895,AB_2173_CCU_16,44520.0,0.0,44520.0
896,AB_2341_BOM_16,44584.0,0.0,44584.0
897,AB_2364_BLR_16,44774.0,0.0,44774.0
898,AB_2104_BLR_16,44584.0,0.0,44584.0
899,AB_2358_GOX_16,45516.0,0.0,45516.0
900,AB_2380_BOM_16,45516.0,0.0,45516.0
901,AB_2421_BLR_16,45438.0,0.0,45438.0
902,AB_2172_BOM_16,44520.0,0.0,44520.0
903,AB_2405_HYD_16,44951.0,0.0,44951.0
904,AB_2642_BOM_16,44746.0,0.0,44746.0
905,AB_2145_AMD_16,44746.0,0.0,44746.0
906,AB_2510_PNQ_16,44398.0,0.0,44398.0
907,AB_2608_AYJ_16,44398.0,0.0,44398.0
908,AB_2324_IXA_16,45286.0,0.0,45286.0
909,AB_2386_IXB_16,44746.0,0.0,44746.0
910,AB_2350_DEL_16,45516.0,0.0,45516.0
911,AB_2385_BOM_16,44746.0,0.0,44746.0
912,AB_2719_DEL_16,44746.0,0.0,44746.0
913,AB_2102_AMD_16,45430.0,0.0,45430.0
914,AB_2332_AMD_16,44796.0,0.0,44796.0
915,AB_2526_LKO_16,44796.0,0.0,44796.0
916,AB_2355_DEL_16,44463.0,0.0,44463.0
917,AB_2541_CCU_16,44710.0,0.0,44710.0
918,AB_2127_BOM_16,44463.0,0.0,44463.0
919,AB_2128_DEL_16,44463.0,0.0,44463.0
920,AB_2377_BLR_16,44710.0,0.0,44710.0
921,AB_2311_BLR_16,44866.0,0.0,44866.0
922,AB_2359_BLR_16,44746.0,0.0,44746.0
923,AB_2505_AMD_16,44398.0,0.0,44398.0
924,AB_2509_PNQ_16,44774.0,0.0,44774.0
925,AB_2572_BLR_16,45492.0,0.0,45492.0
926,AB_2738_BOM_16,44746.0,0.0,44746.0
927,AB_2312_PNQ_16,44866.0,0.0,44866.0
928,AB_2365_PNQ_16,44774.0,0.0,44774.0
929,AB_2550_BLR_16,45492.0,0.0,45492.0
930,AB_2607_PNQ_16,44398.0,0.0,44398.0
931,AB_2318_PNQ_16,44377.0,0.0,44377.0
932,AB_2384_BBI_16,45492.0,0.0,45492.0
933,AB_2508_AMD_16,44377.0,0.0,44377.0
934,AB_2124_BOM_1,57163.0,15361.0,41802.0
935,AB_2510_PNQ_1,54746.0,10735.5,44010.5
936,AB_2104_BLR_1,57564.0,15016.56,42547.44
937,AB_2541_CCU_1,56870.0,14054.44,42815.56
938,AB_1070_BOM_1,45446.0,0.0,45446.0
939,AB_2334_DEL_1,57480.0,15909.9,41570.1
940,AB_2120_BOM_1,57764.0,14629.78,43134.22
941,AB_2642_BOM_1,58322.0,15397.89,42924.11
942,AB_2424_VNS_1,58620.0,14936.0,43684.0
943,AB_2437_BLR_1,57631.0,13833.0,43798.0
944,AB_2406_DEL_5,44951.0,0.0,44951.0
945,AB_2376_BOM_11,44852.0,0.0,44852.0
946,AB_2431_HYD_6,44951.0,0.0,44951.0
947,AB_2135_GAU_8,44852.0,0.0,44852.0
948,AB_2406_DEL_11,44951.0,0.0,44951.0
949,AB_2431_HYD_12,44951.0,0.0,44951.0
950,AB_2366_BLR_10,44852.0,0.0,44852.0
951,AB_2533_AMD_10,44852.0,0.0,44852.0
952,AB_2781_BOM_3,44951.0,0.0,44951.0
953,AB_2376_BOM_5,44852.0,0.0,44852.0
954,AB_2409_DEL_10,44951.0,0.0,44951.0
955,AB_2431_HYD_9,44951.0,0.0,44951.0
956,AB_2439_BOM_12,44852.0,0.0,44852.0
957,AB_2781_BOM_12,44852.0,0.0,44852.0
958,AB_2134_BLR_8,44852.0,0.0,44852.0
959,AB_2366_BLR_13,44852.0,0.0,44852.0
960,AB_2376_BOM_3,44951.0,0.0,44951.0
961,AB_2405_HYD_5,44951.0,0.0,44951.0
962,AB_2409_DEL_7,44951.0,0.0,44951.0
963,AB_2376_BOM_12,44852.0,0.0,44852.0
964,AB_2405_HYD_11,44951.0,0.0,44951.0
965,AB_2407_HYD_10,44951.0,0.0,44951.0
966,AB_2409_DEL_4,44951.0,0.0,44951.0
967,AB_2533_AMD_11,44852.0,0.0,44852.0
968,AB_2108_GWL_13,44852.0,0.0,44852.0
969,AB_2108_AMD_13,44852.0,0.0,44852.0
970,AB_2311_BLR_6,44852.0,0.0,44852.0
971,AB_2364_BLR_9,44852.0,0.0,44852.0
972,AB_2406_DEL_8,44951.0,0.0,44951.0
973,AB_2407_HYD_13,44951.0,0.0,44951.0
974,AB_2432_BLR_6,44951.0,0.0,44951.0
975,AB_2108_AMD_10,44852.0,0.0,44852.0
976,AB_2311_BLR_3,44951.0,0.0,44951.0
977,AB_2405_HYD_8,44951.0,0.0,44951.0
978,AB_2432_BLR_12,44951.0,0.0,44951.0
979,AB_2533_AMD_5,44852.0,0.0,44852.0
980,AB_2108_AMD_5,44852.0,0.0,44852.0
981,AB_2366_BLR_11,44852.0,0.0,44852.0
982,AB_2405_HYD_12,44951.0,0.0,44951.0
983,AB_2409_DEL_13,44951.0,0.0,44951.0
984,AB_2736_BLR_10,44852.0,0.0,44852.0
985,AB_2781_BOM_13,44852.0,0.0,44852.0
986,AB_2781_AMD_13,44852.0,0.0,44852.0
987,AB_2366_BLR_5,44852.0,0.0,44852.0
